Start,End,INV_DATE,xCORPCODE,xSITECODE,xTANK,xPUMP,xNOZZLE,xYEAR,xMONTH,xDAY,xTRANSACTION,Price,AmountDB,Amount,Calibration,Volume,ItemCode,Particulars,Opening,Closing,nozdown,InTime,OutTime,Liters,xOID,xONAME,Shift,plateno,pono,cust,TransCount
03:25:00,21:08:00,2024-03-26,13,1166,1,1,1,2024,3,26,17456,54.49,1963.8196,1963.8199999999988,0,36.04,PET001,BIODIESEL,304849.69,304885.73,20240326034455863,04:23:00,04:25:00,36.039999999979045,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-03-26,13,1166,1,1,1,2024,3,26,17456,54.49,1999.7830000000001,1999.9999999999998,0,36.7,PET001,BIODIESEL,304812.99,304849.69,20240326015940631,04:23:00,04:25:00,36.70000000001164,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17548,54.14,3634.4181999999996,3634.420000000002,0,67.13,PET001,BIODIESEL,307106.01,307173.14,20240401032819197,04:24:00,04:24:00,67.13000000000466,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17548,54.14,1165.0928,1165.0899999999992,0,21.52,PET001,BIODIESEL,307071.56,307093.08,20240401002623883,04:24:00,04:24:00,21.520000000018626,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17548,54.14,999.9658,1000.0000000000003,0,18.47,PET001,BIODIESEL,307173.14,307191.61,20240401033934850,04:24:00,04:24:00,18.46999999997206,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-01,13,1166,1,1,1,2024,4,1,17548,54.14,700.0302,700.0000000000007,0,12.93,PET001,BIODIESEL,307093.08,307106.01,20240401010457424,04:24:00,04:24:00,12.929999999993015,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-02,13,1166,1,1,1,2024,4,2,17578,53.69,3695.4826999999996,3695.480000000001,0,68.83,PET001,BIODIESEL,307720.78,307789.61,20240402031220191,04:39:00,04:39:00,68.82999999995809,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-02,13,1166,1,1,1,2024,4,2,17578,53.69,929.9108,929.9999999999993,0,17.32,PET001,BIODIESEL,307703.46,307720.78,20240401215407431,04:39:00,04:39:00,17.320000000006985,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,1000.2446999999999,1000.0000000000006,0,18.63,PET001,BIODIESEL,308292.17,308310.8,20240402232158520,04:23:00,04:24:00,18.630000000004657,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,1999.9524999999999,1999.9999999999986,0,37.25,PET001,BIODIESEL,308310.8,308348.05,20240403004113705,04:23:00,04:24:00,37.25,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,1549.4933999999998,1549.4900000000002,0,28.86,PET001,BIODIESEL,308375.99,308404.85,20240403025415471,04:23:00,04:24:00,28.85999999998603,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,149.7951,150.0000000000001,0,2.79,PET001,BIODIESEL,308289.38,308292.17,20240402215435006,04:23:00,04:24:00,2.7899999999790452,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,499.8539,500.0000000000004,0,9.31,PET001,BIODIESEL,308280.07,308289.38,20240402214734383,04:23:00,04:24:00,9.309999999997672,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,1500.0986,1500.0000000000014,0,27.94,PET001,BIODIESEL,308405.6,308433.54,20240403035703031,04:23:00,04:24:00,27.94000000000233,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,40.2675,40.269999999999975,0,0.75,PET001,BIODIESEL,308404.85,308405.6,20240403025527029,04:23:00,04:24:00,0.75,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,1500.0986,1500.0000000000014,0,27.94,PET001,BIODIESEL,308348.05,308375.99,20240403011436281,04:23:00,04:24:00,27.94000000000233,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,499.8539,500.0000000000004,0,9.31,PET001,BIODIESEL,308270.76,308280.07,20240402214639381,04:23:00,04:24:00,9.309999999997672,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-04-03,13,1166,1,1,1,2024,4,3,17584,53.69,1999.9524999999999,1999.9999999999986,0,37.25,PET001,BIODIESEL,308233.51,308270.76,20240402204821189,04:23:00,04:24:00,37.25,2044,CABA/ PA,1,,,,1
03:25:00,21:08:00,2024-03-02,13,1166,1,1,1,2024,3,2,17060,54.45,2000.4930000000002,2000.489999999999,0,36.74,PET001,BIODIESEL,293135.57,293172.31,20240302032226782,03:25:00,03:26:00,36.73999999999069,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-03,13,1166,1,1,1,2024,3,3,17084,54.45,1610.0865000000001,1610.0900000000015,0,29.57,PET001,BIODIESEL,293871.55,293901.12,20240303040822196,04:20:00,04:21:00,29.570000000006985,2077,JUDY 1,1,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17173,55.85,1400.1595,1400.000000000001,0,25.07,PET001,BIODIESEL,296760.31,296785.38,20240306140327872,14:16:00,14:17:00,25.070000000006985,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17173,55.85,390.3915,390.3899999999999,0,6.99,PET001,BIODIESEL,296679.91,296686.9,20240306124923995,14:16:00,14:17:00,6.990000000048894,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17173,55.85,1000.2735,1000.0000000000005,0,17.91,PET001,BIODIESEL,296686.9,296704.81,20240306125839970,14:16:00,14:17:00,17.90999999997439,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17173,55.85,899.7435,900.0000000000001,0,16.11,PET001,BIODIESEL,296704.81,296720.92,20240306130338106,14:16:00,14:17:00,16.10999999998603,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17173,55.85,2199.9315,2200.000000000002,0,39.39,PET001,BIODIESEL,296720.92,296760.31,20240306135116593,14:16:00,14:17:00,39.39000000001397,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17174,55.85,199.943,200.00000000000003,0,3.58,PET001,BIODIESEL,296785.38,296788.96,20240306143930690,15:47:00,15:48:00,3.580000000016298,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17174,55.85,3000.262,3000.0000000000005,0,53.72,PET001,BIODIESEL,296788.96,296842.68,20240306151338537,15:47:00,15:48:00,53.71999999997206,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17174,55.85,84.89200000000001,84.88999999999997,0,1.52,PET001,BIODIESEL,296842.68,296844.2,20240306151854476,15:47:00,15:48:00,1.5200000000186265,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17175,55.85,50.265,50.00000000000004,0,0.9,PET001,BIODIESEL,296844.2,296845.1,20240306160734603,16:47:00,16:47:00,0.8999999999650754,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17177,55.85,150.2365,149.99999999999994,0,2.69,PET001,BIODIESEL,296845.1,296847.79,20240306173815027,17:38:00,17:38:00,2.6900000000023283,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17179,55.85,499.85749999999996,500,0,8.95,PET001,BIODIESEL,296847.79,296856.74,20240306174219400,19:47:00,19:48:00,8.950000000011642,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17179,55.85,299.91450000000003,300.00000000000006,0,5.37,PET001,BIODIESEL,296856.74,296862.11,20240306174959732,19:47:00,19:48:00,5.369999999995343,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17179,55.85,399.886,399.8900000000002,0,7.16,PET001,BIODIESEL,296885.39,296892.55,20240306181740974,19:47:00,19:48:00,7.159999999974389,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17179,55.85,199.943,200.00000000000003,0,3.58,PET001,BIODIESEL,296892.55,296896.13,20240306192209894,19:47:00,19:48:00,3.580000000016298,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-06,13,1166,1,1,1,2024,3,6,17180,55.85,1300.188,1300.1899999999996,0,23.28,PET001,BIODIESEL,296862.11,296885.39,20240306180215032,19:48:00,19:48:00,23.28000000002794,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17194,55.85,1000.2735,1000.0000000000005,0,17.91,PET001,BIODIESEL,297144.46,297162.37,20240308130300596,14:55:00,14:56:00,17.90999999997439,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17194,55.85,1000.2735,1000.0000000000005,0,17.91,PET001,BIODIESEL,297162.37,297180.28,20240308130415285,14:55:00,14:56:00,17.910000000032596,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17194,55.85,299.91450000000003,300.00000000000006,0,5.37,PET001,BIODIESEL,297180.28,297185.65,20240308133954081,14:55:00,14:56:00,5.369999999995343,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17194,55.85,150.2365,149.99999999999994,0,2.69,PET001,BIODIESEL,297185.65,297188.34,20240308140727949,14:55:00,14:56:00,2.6900000000023283,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17194,55.85,299.91450000000003,300.00000000000006,0,5.37,PET001,BIODIESEL,297188.34,297193.71,20240308143319890,14:55:00,14:56:00,5.369999999995343,2077,JUDY 1,2,,,,1
03:25:00,21:08:00,2024-03-08,13,1166,1,1,1,2024,3,8,17195,55.85,499.85749999999996,500,0,8.95,PET001,BIODIESEL,297193.71,297202.66,20240308153003113,16:31:00,16:32:00,8.949999999953434,2077,JUDY 1,2,,,,1
